Date,Open,High,Low,Close,Volume,Ticker
2013-12-01,54.9818420466418,55.27501025199871,52.60298096720903,54.62166213989258,53782000.0,CL
2014-01-01,54.35362168681485,54.83106887537219,50.25762570324721,51.287906646728516,75954700.0,CL
2014-02-01,51.550263886815664,53.17541944136669,50.312450274757765,52.90596389770508,72438400.0,CL
2014-03-01,52.40073192877076,55.50789294882628,52.20706095905966,54.62374496459961,64729700.0,CL
2014-04-01,54.62375279880596,57.21726034882845,53.78170009556687,56.6699333190918,78204100.0,CL
2014-05-01,56.873646760854655,57.965743457157124,55.95933234642396,57.9064826965332,58331300.0,CL
2014-06-01,57.677909657328854,58.812338409440066,56.70434079277737,57.72024154663086,54575600.0,CL
2014-07-01,57.99113663535285,59.35414050948276,53.6735496520996,53.67354965209961,55878500.0,CL
2014-08-01,53.663041859968445,55.90963542107706,53.518372919819114,55.08418655395508,69051100.0,CL
2014-09-01,54.83740847655616,56.47129612205136,53.91834424128047,55.50117492675781,72310400.0,CL
2014-10-01,55.501158267872526,57.118028605549405,53.21201002428036,56.913787841796875,86218600.0,CL
2014-11-01,57.1652306163733,59.81810665810387,57.08820820153512,59.55281448364258,44724700.0,CL
2014-12-01,58.76553055324543,61.024755381113486,57.55034272729839,59.210533142089844,62216800.0,CL
2015-01-01,59.19340424261555,59.441577466237895,55.51360990959183,57.78138732910156,77671100.0,CL
2015-02-01,57.94696322343927,61.3277764818811,57.62006763749364,60.92345428466797,51754600.0,CL
2015-03-01,60.92344510576511,61.56003391437875,57.534027942676126,59.65026092529297,66453100.0,CL
2015-04-01,59.65027619684307,60.596565082887686,57.448018200040785,57.87814712524414,54188000.0,CL
2015-05-01,58.201201982663385,59.9313209790559,57.73406906165178,57.77732467651367,54645000.0,CL
2015-06-01,57.70811908724576,58.45207079341245,56.081809585328955,56.58354568481445,71702200.0,CL
2015-07-01,56.739248125616875,59.88807070472647,56.70465155431111,58.84134292602539,64249000.0,CL
2015-08-01,58.85982045809814,60.2865136948908,44.227506933269844,54.64063262939453,76452400.0,CL
2015-09-01,53.605415468525074,55.788951742192005,52.98776216496854,55.20609664916992,96105300.0,CL
2015-10-01,55.310481984894594,60.40830282251543,54.85811527959471,57.72019958496094,72118800.0,CL
2015-11-01,58.416600870258925,59.588960925028964,56.439347557209345,57.46297073364258,63486700.0,CL
2015-12-01,57.541709302608496,59.921419315273354,56.859293834986275,58.28537368774414,68985500.0,CL
2016-01-01,57.21798202073778,59.18649053056889,53.71841133659359,59.08150100708008,91296100.0,CL
2016-02-01,58.915062976349766,60.20022564802045,56.3359332630214,57.779541015625,71113700.0,CL
2016-03-01,58.149240662990834,62.71773464059289,58.034810722725936,62.1895866394043,70433200.0,CL
2016-04-01,61.80228532954409,63.193080447865626,60.068193617123455,62.42726135253906,70905000.0,CL
2016-05-01,63.255661134602725,64.36199351277189,61.53863112287876,62.3174934387207,64598400.0,CL
2016-06-01,62.31749894342022,64.78682708740234,61.69794870540851,64.78682708740234,66417000.0,CL
2016-07-01,64.78683869994327,66.67203389838622,64.28235127061039,65.87547302246094,64386900.0,CL
2016-08-01,66.23073918362023,67.06707111788243,65.74139061461878,66.14176177978516,50128700.0,CL
2016-09-01,66.17735990357177,67.04038924290701,63.04554902283306,65.96382904052734,70865300.0,CL
2016-10-01,65.77697776705243,65.90153798215175,62.50280899582158,63.49039840698242,61456700.0,CL
2016-11-01,63.92708936070181,64.16863130688877,58.353824615478516,58.353824615478516,81730200.0,CL
2016-12-01,58.353824844584,60.20561686365148,57.66499007327641,58.54168701171875,68323800.0,CL
2017-01-01,58.64904441101935,61.27912891644407,56.74357906380954,57.77235412597656,88478100.0,CL
2017-02-01,58.03430592950703,67.56272588711174,57.97132323641554,65.66424560546875,109429700.0,CL
2017-03-01,65.72723741616747,66.9778988271878,65.30435061906282,65.85320281982422,79175600.0,CL
2017-04-01,65.77222146766967,67.37378749185423,63.13593373859967,64.8184814453125,65033600.0,CL
2017-05-01,65.39515975260986,69.52928420035511,63.920627598320074,69.07697296142578,95453800.0,CL
2017-06-01,69.20359600455602,69.900152038695,66.97822629457663,67.05963897705078,59073800.0,CL
2017-07-01,67.24961953300605,67.47577511158364,63.1245439883014,65.31372833251953,68845300.0,CL
2017-08-01,65.59558637535851,65.81390284283245,64.27658208666942,65.16804504394531,59899700.0,CL
2017-09-01,65.18623196909984,67.23296675049961,64.37662827062643,66.26872253417969,57647100.0,CL
2017-10-01,66.42335075250728,69.2251044001081,62.812007436652216,64.08552551269531,80008000.0,CL
2017-11-01,64.68490381936904,67.52950346425533,63.797680479679904,66.26726531982422,70112200.0,CL
2017-12-01,66.32213683657346,69.25820072091442,65.7916312556689,69.01123809814453,60195000.0,CL
2018-01-01,68.99296060042232,71.26132561701498,66.26726454630288,67.90451049804688,88767800.0,CL
2018-02-01,68.33956610280865,68.61538416405037,62.694404205546654,63.41154098510742,77241000.0,CL
2018-03-01,63.319589428852744,66.46396101689938,62.390986001556506,65.90312194824219,80751400.0,CL
2018-04-01,65.57213788548962,66.75817431660735,59.61437462921578,59.97294998168945,94826200.0,CL
2018-05-01,59.90828282146587,60.47240893716267,56.671496871693016,58.34537887573242,105865700.0,CL
2018-06-01,58.49335172287062,60.73135653021957,57.30961387619462,59.936031341552734,94871300.0,CL
2018-07-01,59.74182669466908,62.81214946679731,59.21469319949037,61.97058868408203,78389000.0,CL
2018-08-01,62.20223972343453,63.69144346303645,60.508269138184176,61.81132507324219,64552600.0,CL
2018-09-01,61.18772361786,64.4919008711609,60.45242761469746,62.313934326171875,57660400.0,CL
2018-10-01,62.32323466202936,63.10507105817543,53.43454213497788,55.426353454589844,118852700.0,CL
2018-11-01,55.87006432281821,59.95514750552035,55.579609914706644,59.5147819519043,109577700.0,CL
2018-12-01,59.458562386990415,61.725968850597575,53.8837357770033,55.766998291015625,100054300.0,CL
2019-01-01,55.50465626055168,60.76091782272466,54.92374744295212,60.60163879394531,104403100.0,CL
2019-02-01,61.21829614056595,63.642502592027704,60.55800204925644,62.133270263671875,72085600.0,CL
2019-03-01,62.18042919001049,64.7178307521303,61.1051007116477,64.65180206298828,71090200.0,CL
2019-04-01,64.50086931306929,68.7172918949146,63.434975658573755,68.66069793701172,67310600.0,CL
2019-05-01,68.41710420541675,69.38526756342299,65.91126196408102,66.08211517333984,65808500.0,CL
2019-06-01,66.15803989265702,70.47682463569559,66.05362920275039,68.0279312133789,67419100.0,CL
2019-07-01,68.3031969959577,72.52706502217089,67.51537349269468,68.09437561035156,73626700.0,CL
2019-08-01,68.38467343726991,71.17238320428203,65.31056735525085,70.7905044555664,67343700.0,CL
2019-09-01,70.33224388435917,71.60198754491778,65.84518891170333,70.17949676513672,69830600.0,CL
2019-10-01,69.48256879064728,69.89308715126141,63.77350762720157,65.49195098876953,76007000.0,CL
2019-11-01,64.79242960335617,65.3112310570698,62.20803180519327,65.15750885009766,75572200.0,CL
2019-12-01,65.33044678286458,66.61783736289101,64.1775594774714,66.13746643066406,74443300.0,CL
2020-01-01,66.13746276982657,72.0268147640642,64.82125117950201,70.88352966308594,89823500.0,CL
2020-02-01,71.58432206730883,74.82234426210819,64.10305663191633,65.31127166748047,91015500.0,CL
2020-03-01,66.21984719708055,72.94718716926639,56.53479569309157,64.14171600341797,178573700.0,CL
2020-04-01,62.58552449077019,71.41999021503995,61.94758355858572,67.9209976196289,87767500.0,CL
2020-05-01,68.26571355302241,70.58014002948882,63.73411856503291,70.33702850341797,89641400.0,CL
2020-06-01,70.27867471440888,73.32243568343328,68.3532356368496,71.24140167236328,89243600.0,CL
2020-07-01,71.24140514482059,75.32567589928125,70.60931368017962,75.07283782958984,74945600.0,CL
2020-08-01,75.02688952284515,77.77559822149198,73.95088603814001,77.53105163574219,63648600.0,CL
2020-09-01,77.42345188249405,78.35272593925698,72.72815436955483,75.46707916259766,66194300.0,CL
2020-10-01,75.83877925363089,79.32111993776039,73.91175113472701,77.16911315917969,71183400.0,CL
2020-11-01,78.86364897883888,84.99137155314875,78.20465047283916,84.2340087890625,81412700.0,CL
2020-12-01,84.35203575721799,84.96185209340727,82.75862943489295,84.10614013671875,60247300.0,CL
2021-01-01,83.38812493787816,84.155318103671,76.56205984014565,76.71943664550781,105462900.0,CL
2021-02-01,77.78061411857496,79.2543291462815,74.32875527799311,74.37820434570312,76863600.0,CL
2021-03-01,74.61558338202464,79.09607769138823,73.32978694822069,77.96853637695312,126760600.0,CL
2021-04-01,77.67181574577607,81.15335308850948,76.73220045136748,79.81809997558594,92791900.0,CL
2021-05-01,80.40676975557089,84.4549656566951,79.76025921691753,83.33101654052734,74911000.0,CL
2021-06-01,84.49474550734482,84.55442912441757,79.78014953804087,80.9140396118164,90945300.0,CL
2021-07-01,81.06323945830297,84.50469632100378,80.81457921456584,83.50010681152344,70285200.0,CL
